dgp,fit,leaf,nuisance_truth,design,estimand,system,node_key,node_name,node_type,top_feature,depth,fanout,subtree_indicator_count,subtree_rating_count,z_true,prior_p_z1,posterior_p_z1,prior_entropy,posterior_entropy,entropy_reduction,relative_entropy_reduction,brier,log_score,neg_log_score
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Complexity > Informational Complexity,Informational Complexity,feature,Complexity,2,4,2,2,1,0.8133359436146962,0.7475154139454274,0.4813494939361266,0.5650483157562551,-0.08369882182012855,-0.17388368093150025,0.06374846619514887,-0.29100035326711937,0.29100035326711937
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Complexity > Informational Complexity > Efficient Problem-Solving,Efficient Problem-Solving,feature,Complexity,3,0,0,0,1,0.7112437649864327,0.6542844547677263,0.6010342755200734,0.644753972734309,-0.04371969721423563,-0.07274077202403323,0.11951923821524825,-0.42421307595856506,0.42421307595856506
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Complexity > Informational Complexity > Efficient Network Topology,Efficient Network Topology,feature,Complexity,3,0,0,0,1,0.7257576726295476,0.6873421800357711,0.5874328485943858,0.6212107509072643,-0.03377790231287847,-0.05750087417430352,0.09775491238478419,-0.3749230321050994,0.3749230321050994
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Complexity > Structural Complexity,Structural Complexity,feature,Complexity,2,4,4,4,1,0.7422242544515112,0.7474885537667789,0.5707175361844001,0.5650774680097804,0.005640068174619706,0.009882416111351775,0.0637620304787929,-0.29103628652111935,0.29103628652111935
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Selective Attention,Selective Attention,feature,Selective Attention,1,5,12,12,1,0.8646412396920092,0.7499868020918958,0.3964479907406842,0.562349643538349,-0.16590165279766483,-0.41847015667228027,0.06250659912823686,-0.28769966981741923,0.28769966981741923
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Selective Attention > Non-Linear Capabilities,Non-Linear Capabilities,feature,Selective Attention,2,2,2,2,1,0.7954011205687049,0.7763931416201352,0.506712106645426,0.5314352819246551,-0.02472317527922907,-0.04879136486969556,0.05000002711451292,-0.25309626129129653,0.25309626129129653
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Selective Attention > Adaptive Focus,Adaptive Focus,feature,Selective Attention,2,3,3,3,1,0.7773862350846548,0.7504856283446868,0.5301962659386177,0.5618009981867901,-0.031604732248172396,-0.059609496102772185,0.06225742166254577,-0.2870347775327637,0.2870347775327637
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture,Attention-Constrained Architecture,feature,Selective Attention,2,2,2,2,1,0.6881837127022514,0.7758807362970612,0.6205462078953299,0.5320723527174704,0.08847385517785944,0.14257416136331091,0.050229444362747414,-0.2537564609493273,0.2537564609493273
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Selective Attention > Performance Sensitivity,Performance Sensitivity,feature,Selective Attention,2,3,3,3,0,0.6881837127022514,0.7459631280093609,0.6205462078953299,0.5667267993832,0.05381940851212985,0.08672909096433927,0.5564609883495102,-1.370275857181589,1.370275857181589
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Selective Attention > Capability Attention Modulation,Capability Attention Modulation,feature,Selective Attention,2,2,2,2,1,0.7866926312863065,0.6069018165781014,0.5183058457468325,0.6701137873562827,-0.15180794160945021,-0.29289259007046026,0.15452618180959665,-0.4993882529365334,0.4993882529365334
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Human,Global Workspace Theory > Integration,Integration,feature,Integration,1,2,2,2,1,0.8646412396920092,0.7732824318600771,0.3964479907406842,0.5352796211355672,-0.13883163039488294,-0.3501887602848072,0.0514008557032806,-0.25711092602676966,0.25711092602676966
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,4,8,12,1,0.8831237744098546,0.7376172502613721,0.3606545355040938,0.57553447310176,-0.21487993759766616,-0.5958054493819808,0.06884470736040342,-0.30433021999943405,0.30433021999943405
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,3,3,3,1,0.7964561712737757,0.651501327494746,0.5052761395117473,0.6465123013586161,-0.14123616184686882,-0.2795227219384366,0.12145132473792429,-0.4284758448218519,0.4284758448218519
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Representationality > Propositional Representations,Propositional Representations,feature,Representationality,2,1,1,2,1,0.7893891268072667,0.7729309573986395,0.5147649081631664,0.5357105067774827,-0.02094559861431622,-0.04068963964357305,0.05156035010789848,-0.2575655521086972,0.2575655521086972
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Representationality > World Modelling,World Modelling,feature,Representationality,2,2,2,3,1,0.7165460000352958,0.775423901635593,0.5961859730132227,0.5326390595593434,0.0635469134538793,0.10658907845936508,0.05043442395657979,-0.25434542930989723,0.25434542930989723
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Representationality > Isomorphic Representations,Isomorphic Representations,feature,Representationality,2,2,2,4,1,0.6967727316355488,0.7467579491747992,0.6135740118482581,0.5658689526145885,0.04770505923366963,0.07774947815988577,0.06413153630615358,-0.292014176914388,0.292014176914388
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,feature,Hierarchical Organization,1,1,1,1,1,0.679034938096417,0.6965797527361957,0.6275947551215355,0.6137344776765292,0.013860277445006286,0.0220847566553073,0.09206384644962817,-0.36157298731216836,0.36157298731216836
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Coherence,Coherence,feature,Coherence,1,4,13,25,0,0.27565555661717833,0.1419974752355083,0.5888031970807525,0.4085729779275225,0.18023021915322995,0.306095856895478,0.02016328297325879,-0.15314823688254658,0.15314823688254658
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Coherence > Autonomous Subparts,Autonomous Subparts,feature,Coherence,2,5,5,9,1,0.4787707546538875,0.7737492111642817,0.6922455478308942,0.5347062895614509,0.15753925826944326,0.227577134678702,0.05118941944878477,-0.2565074744807404,0.2565074744807404
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Coherence > Point of View,Point of View,feature,Coherence,2,2,2,4,0,0.4558041115867013,0.0002929020860454151,0.6892355244371345,0.0026758145395641836,0.6865597098975703,0.9961177065825946,8.579163200975575e-08,-0.0002929449902394048,0.0002929449902394048
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Coherence > Common Representational Scheme,Common Representational Scheme,feature,Coherence,2,3,3,6,0,0.4144761687642246,0.023596987479882953,0.6784463485349768,0.11172569056691456,0.5667206579680621,0.8353212589202186,0.0005568178181257528,-0.02387985513409222,0.02387985513409222
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Coherence > Social Coherence,Social Coherence,feature,Coherence,2,3,3,6,0,0.5117003969002362,0.18505665081581552,0.6928733569906709,0.4789751320682965,0.21389822492237437,0.308711863090522,0.034245964011166675,-0.20463667836067517,0.20463667836067517
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Modularity,Modularity,feature,Modularity,1,6,6,12,0,0.3149839245356485,0.023039944677390775,0.6230305047802276,0.10964516978038892,0.5133853349998386,0.8240131599670774,0.0005308390507372275,-0.023309512808323378,0.023309512808323378
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Complexity,Complexity,feature,Complexity,1,3,8,15,0,0.5278081384382017,0.23941924960522767,0.6915997971365085,0.5504095839587959,0.14119021317771263,0.20415016569162525,0.05732157708153031,-0.2736729922558197,0.2736729922558197
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Complexity > Functional Diversity,Functional Diversity,feature,Complexity,2,2,2,4,0,0.5316539981259888,0.27929474958362793,0.6911418886078069,0.5922860012939135,0.09885588731389339,0.14303269551932746,0.07800555714498143,-0.32752503191611376,0.32752503191611376
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Complexity > Informational Complexity,Informational Complexity,feature,Complexity,2,4,2,3,0,0.5586407380702518,0.6897228618285184,0.6862538543033446,0.6193222285186812,0.06693162578466338,0.09753187594495843,0.4757176261289215,-1.1702893867761104,1.1702893867761104
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Complexity > Informational Complexity > Efficient Problem-Solving,Efficient Problem-Solving,feature,Complexity,3,0,0,0,1,0.5902438985227401,0.6143708124955806,0.6767696531529003,0.6667527629456464,0.010016890207253826,0.014801033350989725,0.14870987025531868,-0.487156603980914,0.487156603980914
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Complexity > Informational Complexity > Efficient Network Topology,Efficient Network Topology,feature,Complexity,3,0,0,0,0,0.6243603310887775,0.6446510606192195,0.661889124717298,0.6506951066008558,0.011194018116442161,0.016912225474656775,0.4155749899574846,-1.0346550444307816,1.0346550444307816
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Complexity > Structural Complexity,Structural Complexity,feature,Complexity,2,4,4,8,0,0.46911370538966596,0.0016643971000154228,0.6912380389202146,0.012312310409878874,0.6789257285103357,0.9821880311605652,2.770217706539749e-06,-0.0016657837477038848,0.0016657837477038848
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Selective Attention,Selective Attention,feature,Selective Attention,1,5,12,24,0,0.3782271175231424,0.025669820768185678,0.6631895406177672,0.1193516545642178,0.5438378860535494,0.8200338707799272,0.0006589396982707767,-0.026005039733620287,0.026005039733620287
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Selective Attention > Non-Linear Capabilities,Non-Linear Capabilities,feature,Selective Attention,2,2,2,4,0,0.5680426935865732,0.09536192116697835,0.6838587702562228,0.3147708806430962,0.36908788961312655,0.5397136158315841,0.009093896008656994,-0.10022032816038602,0.10022032816038602
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Selective Attention > Adaptive Focus,Adaptive Focus,feature,Selective Attention,2,3,3,6,0,0.4615001226076063,1.1505328159541195e-05,0.6901797630892915,0.00014235191111889293,0.6900374111781726,0.9997937466168499,1.3237257605873157e-10,-1.1505394346318018e-05,1.1505394346318018e-05
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Selective Attention > Attention-Constrained Architecture,Attention-Constrained Architecture,feature,Selective Attention,2,2,2,4,0,0.4621422000791051,0.004871840633089763,0.6902780094310397,0.030799014400345055,0.6594789950306946,0.9553817244942642,2.373483115422446e-05,-0.004883746734158514,0.004883746734158514
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Selective Attention > Performance Sensitivity,Performance Sensitivity,feature,Selective Attention,2,3,3,6,0,0.4621422000791051,0.0048272776630213406,0.6902780094310397,0.030561760718234486,0.6597162487128052,0.9557254319264423,2.3302609635904775e-05,-0.004838966600174268,0.004838966600174268
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Selective Attention > Capability Attention Modulation,Capability Attention Modulation,feature,Selective Attention,2,2,2,4,1,0.5297406598838114,0.5966292315522178,0.6913771222437427,0.6743547469490074,0.01702237529473527,0.02462096986879194,0.16270797683815433,-0.5164594111989856,0.5164594111989856
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,Chicken,Global Workspace Theory > Integration,Integration,feature,Integration,1,2,2,4,1,0.3782271175231424,0.7713554604482757,0.6631895406177672,0.5376333291721154,0.12555621144565188,0.18932176060662098,0.05227832546682,-0.25960597346935177,0.25960597346935177
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Representationality,Representationality,feature,Representationality,1,4,8,30,1,0.8747449737790987,0.7059495882703546,0.3772661222228169,0.6057386260559925,-0.22847250383317558,-0.6056003716608235,0.08646564463837399,-0.34821144875454474,0.34821144875454474
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > Conceptual Representations,Conceptual Representations,feature,Representationality,2,3,3,11,1,0.7920300059098643,0.7503774063343507,0.5112546147534314,0.5619201414264255,-0.05066552667299418,-0.09910038014508528,0.06231143926836587,-0.2871789905728921,0.2871789905728921
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > Propositional Representations,Propositional Representations,feature,Representationality,2,1,1,4,1,0.7839477824098874,0.6236181757917134,0.5218657782113378,0.6622650378974395,-0.14039925968610167,-0.26903327550488426,0.14166327759435754,-0.4722169956682435,0.4722169956682435
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > World Modelling,World Modelling,feature,Representationality,2,2,2,7,1,0.7107112276341973,0.7750065026671119,0.601513631745414,0.5331557983603905,0.06835783338502344,0.11364303280487477,0.05062207384208432,-0.2548838591257815,0.2548838591257815
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Representationality > Isomorphic Representations,Isomorphic Representations,feature,Representationality,2,2,2,8,0,0.6928790190926256,0.5959817923189673,0.6167776971464367,0.6746073096424154,-0.05782961249597873,-0.09376086840288049,0.35519429677572867,-0.9062953335191345,0.9062953335191345
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Hierarchical Organization,Hierarchical Organization,feature,Hierarchical Organization,1,1,1,3,1,0.6495371700235225,0.45372721350096784,0.6477326782378771,0.6888587051644837,-0.04112602692660661,-0.06349228363541548,0.2984139572694172,-0.7902591128437367,0.7902591128437367
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Coherence,Coherence,feature,Coherence,1,4,13,48,1,0.17119957314955098,0.4532527942751722,0.4577831992855692,0.6887701883168038,-0.2309869890312346,-0.5045772527076575,0.2989325069679072,-0.7913052643906209,0.7913052643906209
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Autonomous Subparts,Autonomous Subparts,feature,Coherence,2,5,5,18,0,0.48190971463131826,0.0013823604317086378,0.6924925208382462,0.010482814166324713,0.6820097066719215,0.9848621987229039,1.9109203631536916e-06,-0.0013833167733309757,0.0013833167733309757
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Point of View,Point of View,feature,Coherence,2,2,2,7,1,0.4061794630822321,0.03629758730442107,0.6754378041089772,0.1559936564514321,0.5194441476575451,0.7690480818478682,0.9287223402352799,-3.316004005363203,3.316004005363203
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Common Representational Scheme,Common Representational Scheme,feature,Coherence,2,3,3,11,1,0.3659344274178174,0.6887985343610554,0.6567564059778644,0.6200586083798164,0.03669779759804803,0.05587733482920136,0.0968463522158272,-0.37280645368584,0.37280645368584
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Coherence > Social Coherence,Social Coherence,feature,Coherence,2,3,3,12,1,0.47011516560778527,0.6963418339806089,0.6913599088726066,0.6139320693785297,0.07742783949407683,0.1119935340484779,0.0922082817902601,-0.36191459844113544,0.36191459844113544
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Modularity,Modularity,feature,Modularity,1,6,6,24,0,0.26597114940784095,2.938043267110762e-05,0.5792103479935047,0.00033597015325211634,0.5788743778402525,0.9994199513969044,8.632098239414881e-10,-2.93808642844549e-05,2.93808642844549e-05
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity,Complexity,feature,Complexity,1,3,8,30,1,0.44926543358967064,0.4921369243808991,0.6879903175765232,0.6930235195461291,-0.005033201969605883,-0.007315803494641557,0.25792490357729264,-0.7089982996213389,0.7089982996213389
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Functional Diversity,Functional Diversity,feature,Complexity,2,2,2,7,1,0.49515441680151456,0.47051945716321913,0.6931002204717904,0.6914079672263101,0.0016922532454802797,0.0024415707793720943,0.2803496452427321,-0.7539179665860072,0.7539179665860072
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Informational Complexity,Informational Complexity,feature,Complexity,2,4,2,7,0,0.5076336875606835,0.050302439127026005,0.6930306296602893,0.19940479589784957,0.49362583376243974,0.712271308995976,0.0025303353821281567,-0.05161170204970729,0.05161170204970729
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Informational Complexity > Efficient Problem-Solving,Efficient Problem-Solving,feature,Complexity,3,0,0,0,1,0.5660116155193303,0.17300902364800927,0.6844066181490709,0.4606254676803918,0.22378115046867908,0.32697104986196557,0.6839140749676188,-1.7544115260295514,1.7544115260295514
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Informational Complexity > Efficient Network Topology,Efficient Network Topology,feature,Complexity,3,0,0,0,1,0.6040537873890238,0.17184752688133575,0.6713337228413871,0.45880364114607775,0.2125300816953094,0.31657888538026396,0.6858365187325599,-1.761147666937152,1.761147666937152
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Complexity > Structural Complexity,Structural Complexity,feature,Complexity,2,4,4,16,1,0.4144186688619266,0.748713189993804,0.6784264760010471,0.5637444392604889,0.11468203674055821,0.16904121639907993,0.06314506088309005,-0.28939929270580206,0.28939929270580206
exact_latent_tree,full_exact_tree,three_state_binomial_2,exact_tree_production_medians,current_gwt_rater_design,internal_z_probability,2024 Leading Chat LLMs,Global Workspace Theory > Selective Attention,Selective Attention,feature,Selective Attention,1,5,12,43,1,0.2808144094786431,0.5403002232993018,0.5937208519097927,0.6898954384239105,-0.09617458651411781,-0.16198620312013254,0.21132388469867175,-0.615630324844581,0.615630324844581
